Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
GMC Sierra,2.7,4,Auto-8,4,Gasoline,CA,pickup,6,17,20,18,3,No,489
GMC Sierra,2.7,4,Auto-8,4,Gasoline,CA,pickup,6,17,20,18,3,No,492
GMC Sierra,2.7,4,Auto-8,4,Gasoline,FA,pickup,6,17,20,18,3,No,489
GMC Sierra,2.7,4,Auto-8,4,Gasoline,FA,pickup,6,17,20,18,3,No,492
GMC Sierra,5.3,8,Auto-8,2,Gasoline,CA,pickup,6,16,21,18,3,No,503
GMC Sierra,5.3,8,Auto-8,2,Gasoline,CA,pickup,6,16,21,18,3,No,506
GMC Sierra,5.3,8,Auto-8,2,Gasoline,FA,pickup,6,16,21,18,3,No,503
GMC Sierra,5.3,8,Auto-8,2,Gasoline,FA,pickup,6,16,21,18,3,No,506
GMC Sierra,5.3,8,Auto-8,4,Gasoline,CA,pickup,6,15,20,17,3,No,521
GMC Sierra,5.3,8,Auto-8,4,Gasoline,CA,pickup,6,15,20,17,3,No,523
GMC Sierra,5.3,8,Auto-8,4,Gasoline,FA,pickup,6,15,20,17,3,No,521
GMC Sierra,5.3,8,Auto-8,4,Gasoline,FA,pickup,6,15,20,17,3,No,523
GMC Sierra 4WD Mud Terrain Tires,2.7,4,Auto-8,4,Gasoline,CA,pickup,6,16,18,17,3,No,522
GMC Sierra 4WD Mud Terrain Tires,2.7,4,Auto-8,4,Gasoline,FA,pickup,6,16,18,17,3,No,522
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-8,4,Gasoline,CA,pickup,6,14,18,15,2,No,577
GMC Sierra 4WD Mud Terrain Tires,5.3,8,Auto-8,4,Gasoline,FA,pickup,6,14,18,15,2,No,577
JEEP Gladiator,3.6,6,Auto-8,4,Gasoline,CA,pickup,7,17,22,19,4,No,466
JEEP Gladiator,3.6,6,Auto-8,4,Gasoline,FA,pickup,7,17,22,19,4,No,466
JEEP Gladiator EcoDiesel 4X4,3,6,Auto-8,4,Diesel,CA,pickup,1,22,28,24,4,No,423
JEEP Gladiator EcoDiesel 4X4,3,6,Auto-8,4,Diesel,FA,pickup,1,22,28,24,4,No,423
JEEP Gladiator Rubic EcoDiesel 4x4,3,6,Auto-8,4,Diesel,CA,pickup,1,21,27,24,4,No,436
JEEP Gladiator Rubic EcoDiesel 4x4,3,6,Auto-8,4,Diesel,FA,pickup,1,21,27,24,4,No,436
MASERATI Ghibli GT,3,6,Auto-8,2,Gasoline,CA,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli GT,3,6,Auto-8,2,Gasoline,FA,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,2,Gasoline,CA,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,2,Gasoline,FA,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,4,Gasoline,CA,midsize car,3,16,24,19,4,No,472
MASERATI Ghibli Modena,3,6,Auto-8,4,Gasoline,FA,midsize car,3,16,24,19,4,No,472
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2,Gasoline,CA,midsize car,1,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2,Gasoline,CA,midsize car,3,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2,Gasoline,FA,midsize car,3,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2,Gasoline,FA,midsize car,1,13,20,16,3,No,560
MASERATI Quattroporte GT,3,6,Auto-8,2,Gasoline,CA,large car,3,16,25,19,4,No,453
MASERATI Quattroporte GT,3,6,Auto-8,2,Gasoline,FA,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,2,Gasoline,CA,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,2,Gasoline,FA,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,4,Gasoline,CA,large car,3,16,24,19,4,No,472
MASERATI Quattroporte Modena,3,6,Auto-8,4,Gasoline,FA,large car,3,16,24,19,4,No,472
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2,Gasoline,CA,large car,1,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2,Gasoline,CA,large car,3,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2,Gasoline,FA,large car,3,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2,Gasoline,FA,large car,1,13,20,16,3,No,560
RAM 1500,3,6,Auto-8,2,Diesel,CA,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,2,Diesel,FA,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,4,Diesel,CA,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4,Diesel,FA,pickup,1,21,29,24,4,No,418
RAM 1500,3.6,6,Auto-8,2,Gasoline,CA,pickup,5,20,25,22,5,No,407
RAM 1500,3.6,6,Auto-8,2,Gasoline,FA,pickup,5,20,25,22,5,No,407
RAM 1500,3.6,6,Auto-8,2,Gasoline,CA,pickup,7,20,25,22,5,No,407
RAM 1500,3.6,6,Auto-8,2,Gasoline,FA,pickup,7,20,25,22,5,No,407
RAM 1500,3.6,6,Auto-8,4,Gasoline,CA,pickup,5,19,24,21,4,No,417
RAM 1500,3.6,6,Auto-8,4,Gasoline,FA,pickup,5,19,24,21,4,No,417
RAM 1500,3.6,6,Auto-8,4,Gasoline,CA,pickup,7,19,24,21,4,No,417
RAM 1500,3.6,6,Auto-8,4,Gasoline,FA,pickup,7,19,24,21,4,No,417
RAM 1500,5.7,8,Auto-8,2,Gasoline,CA,pickup,5,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,2,Gasoline,FA,pickup,5,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,2,Gasoline,CA,pickup,5,18,23,20,4,No,443
RAM 1500,5.7,8,Auto-8,2,Gasoline,FA,pickup,5,18,23,20,4,No,443
RAM 1500,5.7,8,Auto-8,4,Gasoline,CA,pickup,5,15,21,17,3,No,523
RAM 1500,5.7,8,Auto-8,4,Gasoline,FA,pickup,5,15,21,17,3,No,523
RAM 1500,5.7,8,Auto-8,4,Gasoline,CA,pickup,5,18,22,19,4,No,456
RAM 1500,5.7,8,Auto-8,4,Gasoline,FA,pickup,5,18,22,19,4,No,456
RAM 1500 Classic,3.6,6,Auto-8,2,Gasoline,CA,pickup,7,17,25,20,4,No,450
RAM 1500 Classic,3.6,6,Auto-8,2,Gasoline,FA,pickup,7,17,25,20,4,No,450
RAM 1500 Classic,3.6,6,Auto-8,2,Gasoline,CA,pickup,3,17,25,20,4,No,450
RAM 1500 Classic,3.6,6,Auto-8,2,Gasoline,FA,pickup,3,17,25,20,4,No,450
RAM 1500 Classic,3.6,6,Auto-8,4,Gasoline,CA,pickup,7,16,23,19,4,No,475
RAM 1500 Classic,3.6,6,Auto-8,4,Gasoline,FA,pickup,7,16,23,19,4,No,475
RAM 1500 Classic,3.6,6,Auto-8,4,Gasoline,CA,pickup,3,16,23,19,4,No,475
RAM 1500 Classic,3.6,6,Auto-8,4,Gasoline,FA,pickup,3,16,23,19,4,No,475
RAM 1500 Classic,5.7,8,Auto-8,2,Gasoline,CA,pickup,5,15,21,17,3,No,519
RAM 1500 Classic,5.7,8,Auto-8,2,Gasoline,FA,pickup,5,15,21,17,3,No,519
RAM 1500 Classic,5.7,8,Auto-8,2,Gasoline,CA,pickup,3,15,21,17,3,No,519
RAM 1500 Classic,5.7,8,Auto-8,2,Gasoline,FA,pickup,3,15,21,17,3,No,519
RAM 1500 Classic,5.7,8,Auto-8,4,Gasoline,CA,pickup,5,15,21,17,3,No,526
RAM 1500 Classic,5.7,8,Auto-8,4,Gasoline,FA,pickup,5,15,21,17,3,No,526
RAM 1500 Classic,5.7,8,Auto-8,4,Gasoline,CA,pickup,3,15,21,17,3,No,526
RAM 1500 Classic,5.7,8,Auto-8,4,Gasoline,FA,pickup,3,15,21,17,3,No,526
RAM 1500 HFE,3,6,Auto-8,2,Diesel,CA,pickup,1,23,33,26,5,No,384
RAM 1500 HFE,3,6,Auto-8,2,Diesel,FA,pickup,1,23,33,26,5,No,384
RAM 1500 HFE,3.6,6,Auto-8,2,Gasoline,CA,pickup,5,20,26,23,5,No,394
RAM 1500 HFE,3.6,6,Auto-8,2,Gasoline,FA,pickup,5,20,26,23,5,No,394
RAM 1500 HFE,3.6,6,Auto-8,2,Gasoline,CA,pickup,7,20,26,23,5,No,394
RAM 1500 HFE,3.6,6,Auto-8,2,Gasoline,FA,pickup,7,20,26,23,5,No,394
RAM 1500 TRX,6.2,8,Auto-8,4,Gasoline,CA,pickup,1,10,14,12,1,No,748
RAM 1500 TRX,6.2,8,Auto-8,4,Gasoline,FA,pickup,1,10,14,12,1,No,748
CHEVROLET Colorado,2.5,4,Auto-6,2,Gasoline,CA,pickup,6,19,25,22,5,No,413
CHEVROLET Colorado,2.5,4,Auto-6,2,Gasoline,FA,pickup,6,19,25,22,5,No,413
CHEVROLET Colorado,2.5,4,Auto-6,4,Gasoline,CA,pickup,6,19,24,21,4,No,431
CHEVROLET Colorado,2.5,4,Auto-6,4,Gasoline,FA,pickup,6,19,24,21,4,No,431
CHEVROLET Colorado,2.8,4,Auto-6,2,Diesel,CA,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2,Diesel,FA,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,4,Diesel,CA,pickup,3,19,28,22,4,No,455
CHEVROLET Colorado,2.8,4,Auto-6,4,Diesel,FA,pickup,3,19,28,22,4,No,455
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4,Diesel,CA,pickup,3,18,22,19,3,No,525
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4,Diesel,FA,pickup,3,18,22,19,3,No,525
GMC Canyon,2.5,4,Auto-6,2,Gasoline,CA,pickup,6,19,25,22,5,No,413
GMC Canyon,2.5,4,Auto-6,2,Gasoline,FA,pickup,6,19,25,22,5,No,413
GMC Canyon,2.5,4,Auto-6,4,Gasoline,CA,pickup,6,19,24,21,4,No,431
GMC Canyon,2.5,4,Auto-6,4,Gasoline,FA,pickup,6,19,24,21,4,No,431
GMC Canyon,2.8,4,Auto-6,2,Diesel,CA,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,2,Diesel,FA,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4,Auto-6,4,Diesel,CA,pickup,3,19,28,22,4,No,455
GMC Canyon,2.8,4,Auto-6,4,Diesel,FA,pickup,3,19,28,22,4,No,455
AUDI RS e-tron GT,0,0,Auto-2,4,Electricity,FA,midsize car,10,79,82,81,10,Elite,0
AUDI RS e-tron GT,0,0,Auto-2,4,Electricity,CA,midsize car,10,79,82,81,10,Elite,0
AUDI e-tron GT,0,0,Auto-2,4,Electricity,FA,midsize car,10,81,83,82,10,Elite,0
AUDI e-tron GT,0,0,Auto-2,4,Electricity,CA,midsize car,10,81,83,82,10,Elite,0
PORSCHE Taycan 4 Cross Turismo,0,0,Auto-2,4,Electricity,FA,midsize car,10,76,77,76,10,Elite,0
PORSCHE Taycan 4 Cross Turismo,0,0,Auto-2,4,Electricity,CA,midsize car,10,76,77,76,10,Elite,0
PORSCHE Taycan 4S Cross Turismo,0,0,Auto-2,4,Electricity,FA,midsize car,10,75,75,75,10,Elite,0
PORSCHE Taycan 4S Cross Turismo,0,0,Auto-2,4,Electricity,CA,midsize car,10,75,75,75,10,Elite,0
PORSCHE Taycan 4S Perf Battery,0,0,Auto-2,4,Electricity,FA,small car,10,79,80,79,10,Elite,0
PORSCHE Taycan 4S Perf Battery,0,0,Auto-2,4,Electricity,CA,small car,10,79,80,79,10,Elite,0
PORSCHE Taycan 4S Perf Battery Plus,0,0,Auto-2,4,Electricity,FA,small car,10,75,81,77,10,Elite,0
PORSCHE Taycan 4S Perf Battery Plus,0,0,Auto-2,4,Electricity,CA,small car,10,75,81,77,10,Elite,0
PORSCHE Taycan GTS,0,0,Auto-2,4,Electricity,FA,small car,10,83,82,83,10,Elite,0
PORSCHE Taycan GTS,0,0,Auto-2,4,Electricity,CA,small car,10,83,82,83,10,Elite,0
PORSCHE Taycan GTS ST,0,0,Auto-2,4,Electricity,FA,small car,10,80,80,80,10,Elite,0
PORSCHE Taycan GTS ST,0,0,Auto-2,4,Electricity,CA,small car,10,80,80,80,10,Elite,0
PORSCHE Taycan Perf Battery,0,0,Auto-2,2,Electricity,FA,small car,10,76,84,79,10,Elite,0
PORSCHE Taycan Perf Battery,0,0,Auto-2,2,Electricity,CA,small car,10,76,84,79,10,Elite,0
PORSCHE Taycan Perf Battery Plus,0,0,Auto-2,2,Electricity,FA,small car,10,47,42,45,10,Elite,0
PORSCHE Taycan Perf Battery Plus,0,0,Auto-2,2,Electricity,CA,small car,10,47,42,45,10,Elite,0
PORSCHE Taycan Turbo,0,0,Auto-2,4,Electricity,FA,small car,10,71,75,73,10,Elite,0
PORSCHE Taycan Turbo,0,0,Auto-2,4,Electricity,CA,small car,10,71,75,73,10,Elite,0
PORSCHE Taycan Turbo Cross Turismo,0,0,Auto-2,4,Electricity,FA,midsize car,10,72,72,72,10,Elite,0
PORSCHE Taycan Turbo Cross Turismo,0,0,Auto-2,4,Electricity,CA,midsize car,10,72,72,72,10,Elite,0
PORSCHE Taycan Turbo S,0,0,Auto-2,4,Electricity,FA,small car,10,69,71,70,10,Elite,0
PORSCHE Taycan Turbo S,0,0,Auto-2,4,Electricity,CA,small car,10,69,71,70,10,Elite,0
PORSCHE Taycan Turbo S Cross Turismo,0,0,Auto-2,4,Electricity,FA,midsize car,10,74,73,73,10,Elite,0
PORSCHE Taycan Turbo S Cross Turismo,0,0,Auto-2,4,Electricity,CA,midsize car,10,74,73,73,10,Elite,0
"BMW i4 M50 Gran Coupe (19"" Wheels)",0,0,Auto-1,4,Electricity,FA,small car,10,94,98,96,10,Elite,0
"BMW i4 M50 Gran Coupe (19"" Wheels)",0,0,Auto-1,4,Electricity,CA,small car,10,94,98,96,10,Elite,0
"BMW i4 M50 Gran Coupe (20"" Wheels)",0,0,Auto-1,4,Electricity,FA,small car,10,79,80,80,10,Elite,0
"BMW i4 M50 Gran Coupe (20"" Wheels)",0,0,Auto-1,4,Electricity,CA,small car,10,79,80,80,10,Elite,0
"BMW i4eDrive40GranCoupe(18"" Whels)",0,0,Auto-1,2,Electricity,FA,small car,10,109,108,109,10,Elite,0
"BMW i4eDrive40GranCoupe(18"" Whels)",0,0,Auto-1,2,Electricity,CA,small car,10,109,108,109,10,Elite,0
"BMW i4eDrive40GranCoupe(19"" Whels)",0,0,Auto-1,2,Electricity,FA,small car,10,100,98,99,10,Elite,0
"BMW i4eDrive40GranCoupe(19"" Whels)",0,0,Auto-1,2,Electricity,CA,small car,10,100,98,99,10,Elite,0
FORD F150 Lightning,0,0,Auto-1,4,Electricity,FA,pickup,10,76,61,68,10,Elite,0
FORD F150 Lightning,0,0,Auto-1,4,Electricity,CA,pickup,10,76,61,68,10,Elite,0
FORD F150 Lightning,0,0,Auto-1,4,Electricity,FA,pickup,10,78,63,70,10,Elite,0
FORD F150 Lightning,0,0,Auto-1,4,Electricity,CA,pickup,10,78,63,70,10,Elite,0
FORD F150 Lightning Platinum,0,0,Auto-1,4,Electricity,FA,pickup,10,73,60,66,10,Elite,0
FORD F150 Lightning Platinum,0,0,Auto-1,4,Electricity,CA,pickup,10,73,60,66,10,Elite,0
HYUNDAI Ioniq 5,0,0,Auto-1,2,Electricity,FA,large car,10,127,94,110,10,Elite,0
HYUNDAI Ioniq 5,0,0,Auto-1,2,Electricity,CA,large car,10,127,94,110,10,Elite,0
HYUNDAI Ioniq 5,0,0,Auto-1,2,Electricity,FA,large car,10,132,98,114,10,Elite,0
HYUNDAI Ioniq 5,0,0,Auto-1,2,Electricity,CA,large car,10,132,98,114,10,Elite,0
HYUNDAI Ioniq 5,0,0,Auto-1,4,Electricity,FA,large car,10,110,87,98,10,Elite,0
HYUNDAI Ioniq 5,0,0,Auto-1,4,Electricity,CA,large car,10,110,87,98,10,Elite,0
"LUCID Air Dream P AWD w/19"" wheels",0,0,Auto-1,4,Electricity,FA,large car,10,117,114,116,10,Elite,0
"LUCID Air Dream P AWD w/19"" wheels",0,0,Auto-1,4,Electricity,CA,large car,10,117,114,116,10,Elite,0
"LUCID Air Dream P AWD w/21"" wheels",0,0,Auto-1,4,Electricity,FA,large car,10,110,111,111,10,Elite,0
"LUCID Air Dream P AWD w/21"" wheels",0,0,Auto-1,4,Electricity,CA,large car,10,110,111,111,10,Elite,0
"LUCID Air Dream R AWD w/19"" wheels",0,0,Auto-1,4,Electricity,FA,large car,10,126,125,125,10,Elite,0
"LUCID Air Dream R AWD w/19"" wheels",0,0,Auto-1,4,Electricity,CA,large car,10,126,125,125,10,Elite,0
"LUCID Air Dream R AWD w/21"" wheels",0,0,Auto-1,4,Electricity,FA,large car,10,115,117,116,10,Elite,0
"LUCID Air Dream R AWD w/21"" wheels",0,0,Auto-1,4,Electricity,CA,large car,10,115,117,116,10,Elite,0
"LUCID Air G Touring AWD w/19"" wheels",0,0,Auto-1,4,Electricity,FA,large car,10,130,132,131,10,Elite,0
"LUCID Air G Touring AWD w/19"" wheels",0,0,Auto-1,4,Electricity,CA,large car,10,130,132,131,10,Elite,0
"LUCID Air G Touring AWD w/21"" wheels",0,0,Auto-1,4,Electricity,FA,large car,10,121,122,121,10,Elite,0
"LUCID Air G Touring AWD w/21"" wheels",0,0,Auto-1,4,Electricity,CA,large car,10,121,122,121,10,Elite,0
MAZDA MX-30,0,0,Auto-1,2,Electricity,FA,midsize car,10,98,85,92,10,Elite,0
MAZDA MX-30,0,0,Auto-1,2,Electricity,CA,midsize car,10,98,85,92,10,Elite,0
MERCEDES-BENZ AMG EQS 4MATIC+,0,0,Auto-1,4,Electricity,FA,large car,10,76,78,77,10,Elite,0
MERCEDES-BENZ AMG EQS 4MATIC+,0,0,Auto-1,4,Electricity,CA,large car,10,76,78,77,10,Elite,0
MERCEDES-BENZ EQS 450+,0,0,Auto-1,2,Electricity,FA,large car,10,97,97,97,10,Elite,0
MERCEDES-BENZ EQS 450+,0,0,Auto-1,2,Electricity,CA,large car,10,97,97,97,10,Elite,0
MERCEDES-BENZ EQS 580 4Matic,0,0,Auto-1,4,Electricity,FA,large car,10,91,98,94,10,Elite,0
MERCEDES-BENZ EQS 580 4Matic,0,0,Auto-1,4,Electricity,CA,large car,10,91,98,94,10,Elite,0
MINI Cooper SE Hardtop,0,0,Auto-1,2,Electricity,FA,small car,10,119,100,110,10,Elite,0
MINI Cooper SE Hardtop,0,0,Auto-1,2,Electricity,CA,small car,10,119,100,110,10,Elite,0
NISSAN Leaf,0,0,Auto-1,2,Electricity,FA,midsize car,10,123,99,111,10,Elite,0
NISSAN Leaf,0,0,Auto-1,2,Electricity,CA,midsize car,10,123,99,111,10,Elite,0
NISSAN Leaf,0,0,Auto-1,2,Electricity,FA,midsize car,10,118,97,108,10,Elite,0
NISSAN Leaf,0,0,Auto-1,2,Electricity,CA,midsize car,10,118,97,108,10,Elite,0
NISSAN Leaf SV/SL,0,0,Auto-1,2,Electricity,FA,midsize car,10,114,94,104,10,Elite,0
NISSAN Leaf SV/SL,0,0,Auto-1,2,Electricity,CA,midsize car,10,114,94,104,10,Elite,0
POLESTAR 2 Dual Motor,0,0,Auto-1,4,Electricity,FA,midsize car,10,94,84,89,10,Elite,0
POLESTAR 2 Dual Motor,0,0,Auto-1,4,Electricity,CA,midsize car,10,94,84,89,10,Elite,0
POLESTAR 2 Single Motor,0,0,Auto-1,2,Electricity,FA,midsize car,10,113,100,107,10,Elite,0
POLESTAR 2 Single Motor,0,0,Auto-1,2,Electricity,CA,midsize car,10,113,100,107,10,Elite,0
RIVIAN R1T,0,0,Auto-1,4,Electricity,FA,pickup,10,74,66,70,10,Elite,0
RIVIAN R1T,0,0,Auto-1,4,Electricity,CA,pickup,10,74,66,70,10,Elite,0
TESLA Model 3,0,0,Auto-1,2,Electricity,FA,midsize car,10,138,126,132,10,Elite,0
TESLA Model 3,0,0,Auto-1,2,Electricity,CA,midsize car,10,138,126,132,10,Elite,0
TESLA Model 3 Long Range,0,0,Auto-1,4,Electricity,FA,midsize car,10,134,126,131,10,Elite,0
TESLA Model 3 Long Range,0,0,Auto-1,4,Electricity,CA,midsize car,10,134,126,131,10,Elite,0
TESLA Model 3 Performance,0,0,Auto-1,4,Electricity,FA,midsize car,10,118,107,113,10,Elite,0
TESLA Model 3 Performance,0,0,Auto-1,4,Electricity,CA,midsize car,10,118,107,113,10,Elite,0
TESLA Model S,0,0,Auto-1,4,Electricity,FA,large car,10,124,115,120,10,Elite,0
TESLA Model S,0,0,Auto-1,4,Electricity,CA,large car,10,124,115,120,10,Elite,0
"TESLA Model S Plaid (19"" Wheels)",0,0,Auto-1,4,Electricity,FA,large car,10,119,112,116,10,Elite,0
"TESLA Model S Plaid (19"" Wheels)",0,0,Auto-1,4,Electricity,CA,large car,10,119,112,116,10,Elite,0
"TESLA Model S Plaid (21"" Wheels)",0,0,Auto-1,4,Electricity,FA,large car,10,102,99,101,10,Elite,0
"TESLA Model S Plaid (21"" Wheels)",0,0,Auto-1,4,Electricity,CA,large car,10,102,99,101,10,Elite,0
